[Gene ID],[source_id],[Genomic Location (Gene)],[Product Description],[NN Summary Score],[NN D-Score],[HMM Signal Probability],[Met Search Criteria]
PF3D7_0926600,PF3D7_0926600.1,"Pf3D7_09_v3:1,084,696..1,089,093(+)","conserved Plasmodium membrane protein, unknown function",3,0.51,0.04,Y
PF3D7_0929400,PF3D7_0929400.1,"Pf3D7_09_v3:1,175,203..1,180,762(+)",high molecular weight rhoptry protein 2,4,0.8,0.93,Y
PF3D7_0929900,PF3D7_0929900.1,"Pf3D7_09_v3:1,187,663..1,188,850(+)","conserved Plasmodium protein, unknown function",4,0.82,0.98,Y
PF3D7_0930100,PF3D7_0930100.1,"Pf3D7_09_v3:1,191,787..1,195,239(-)","conserved Plasmodium protein, unknown function",3,0.65,0.51,Y
PF3D7_0930300,PF3D7_0930300.1,"Pf3D7_09_v3:1,201,812..1,206,974(+)",merozoite surface protein 1,4,0.85,1,Y
PF3D7_0931200,PF3D7_0931200.1,"Pf3D7_09_v3:1,258,549..1,259,451(+)",selenoprotein,3,0.61,0.35,Y
PF3D7_0932100,PF3D7_0932100.1,"Pf3D7_09_v3:1,279,219..1,283,879(-)","protein MAM3, putative",2,0.59,0.91,Y
PF3D7_0932500,PF3D7_0932500.1,"Pf3D7_09_v3:1,293,832..1,296,644(-)","palmitoyltransferase DHHC6, putative",3,0.53,0,Y
PF3D7_0932600,PF3D7_0932600.1,"Pf3D7_09_v3:1,297,285..1,298,239(-)","apicoplast ribosomal protein S6, putative",4,0.68,0.03,Y
PF3D7_0933300,PF3D7_0933300.1,"Pf3D7_09_v3:1,320,345..1,323,293(+)","conserved Plasmodium protein, unknown function",4,0.83,0.62,Y
PF3D7_0934000,PF3D7_0934000.1,"Pf3D7_09_v3:1,340,065..1,341,993(-)","histidine--tRNA ligase, putative",4,0.88,0.98,Y
PF3D7_0935100,PF3D7_0935100.1,"Pf3D7_09_v3:1,367,396..1,367,614(-)","protein kish, putative",2,0.55,0.23,Y
PF3D7_0935300,PF3D7_0935300.1,"Pf3D7_09_v3:1,373,018..1,373,722(+)","phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative",4,0.6,0.03,Y
PF3D7_0935800,PF3D7_0935800.1,"Pf3D7_09_v3:1,413,840..1,419,754(+)",cytoadherence linked asexual protein 9,4,0.73,0.25,Y
PF3D7_0936100,PF3D7_0936100.1,"Pf3D7_09_v3:1,430,607..1,431,146(-)",early transcribed membrane protein,4,0.75,1,Y
PF3D7_0936200,PF3D7_0936200.1,"Pf3D7_09_v3:1,433,332..1,434,108(-)","Plasmodium exported protein (hyp11), unknown function",4,0.79,0.96,Y
PF3D7_0936500,PF3D7_0936500.1,"Pf3D7_09_v3:1,443,854..1,444,847(-)",virulence-associated protein 1,3,0.53,0.03,Y
PF3D7_0937000,PF3D7_0937000.1,"Pf3D7_09_v3:1,465,904..1,467,055(+)","Plasmodium exported protein (PHISTb), unknown function",2,0.55,0,Y
PF3D7_0937100,PF3D7_0937100.1,"Pf3D7_09_v3:1,468,546..1,469,417(-)","Plasmodium exported protein, unknown function",4,0.76,0.04,Y
PF3D7_0937400,PF3D7_0937400.1,"Pf3D7_09_v3:1,477,526..1,478,736(+)",rifin,4,0.69,0.91,Y
PF3D7_1000300,PF3D7_1000300.1,"Pf3D7_10_v3:41,773..42,963(-)",rifin,3,0.72,0.98,Y
PF3D7_1000500,PF3D7_1000500.1,"Pf3D7_10_v3:48,052..49,384(-)",rifin,4,0.62,0.7,Y
PF3D7_1000600,PF3D7_1000600.1,"Pf3D7_10_v3:51,349..52,599(-)",rifin,3,0.68,0.6,Y
PF3D7_1000800,PF3D7_1000800.1,"Pf3D7_10_v3:57,968..58,980(+)","stevor, pseudogene",4,0.72,1,Y
PF3D7_1001000,PF3D7_1001000.1,"Pf3D7_10_v3:63,152..64,032(+)","Plasmodium exported protein (hyp12), unknown function",4,0.8,0.54,Y
PF3D7_1001400,PF3D7_1001400.1,"Pf3D7_10_v3:74,661..77,572(-)",exported lipase 1,3,0.61,0.27,Y
PF3D7_1001500,PF3D7_1001500.1,"Pf3D7_10_v3:81,416..81,739(-)",early transcribed membrane protein 10.1,4,0.8,0.97,Y
PF3D7_1001700,PF3D7_1001700.1,"Pf3D7_10_v3:92,573..93,526(-)","Plasmodium exported protein (PHISTc), unknown function",4,0.72,0.6,Y
PF3D7_1003200,PF3D7_1003200.1,"Pf3D7_10_v3:149,342..150,038(+)","ribosome-binding factor A, putative",4,0.66,0.84,Y
PF3D7_1005000,PF3D7_1005000.1,"Pf3D7_10_v3:225,456..227,705(-)","methionine--tRNA ligase, putative",4,0.78,0.45,Y
PF3D7_1005900,PF3D7_1005900.1,"Pf3D7_10_v3:253,704..255,611(+)","conserved Plasmodium protein, unknown function",4,0.74,0.95,Y
PF3D7_1006300,PF3D7_1006300.1,"Pf3D7_10_v3:265,750..266,836(-)","conserved Plasmodium protein, unknown function",2,0.56,0.12,Y
PF3D7_1007000,PF3D7_1007000.1,"Pf3D7_10_v3:284,577..286,302(+)","conserved membrane protein, unknown function",3,0.55,0,Y
PF3D7_1008500,PF3D7_1008500.1,"Pf3D7_10_v3:351,703..355,593(+)","conserved Plasmodium membrane protein, unknown function",3,0.66,0.02,Y
PF3D7_1009100,PF3D7_1009100.1,"Pf3D7_10_v3:372,519..374,072(+)","conserved Plasmodium membrane protein, unknown function",4,0.86,1,Y
PF3D7_1009600,PF3D7_1009600.1,"Pf3D7_10_v3:386,976..388,442(+)","protein phosphatase PPM10, putative",2,0.59,0.29,Y
PF3D7_1010700,PF3D7_1010700.1,"Pf3D7_10_v3:422,961..424,365(+)","dolichyl-phosphate-mannose--protein mannosyltransferase, putative",4,0.78,1,Y
PF3D7_1012200,PF3D7_1012200.1,"Pf3D7_10_v3:470,979..471,933(+)",rhoptry associated adhesin,4,0.76,1,Y
PF3D7_1013000,PF3D7_1013000.1,"Pf3D7_10_v3:500,210..502,221(+)","zinc finger protein, putative",4,0.5,0.49,Y
PF3D7_1013300,PF3D7_1013300.1,"Pf3D7_10_v3:515,721..517,607(-)","conserved Plasmodium protein, unknown function",3,0.65,0.54,Y
PF3D7_1013700,PF3D7_1013700.1,"Pf3D7_10_v3:540,622..541,694(+)","conserved Plasmodium protein, unknown function",3,0.59,0.23,Y
PF3D7_1014100,PF3D7_1014100.1,"Pf3D7_10_v3:555,160..559,527(+)","merozoite surface protein MSA180, putative",4,0.92,1,Y
PF3D7_1014200,PF3D7_1014200.1,"Pf3D7_10_v3:560,538..563,353(+)","male gamete fusion factor HAP2, putative",4,0.59,0.28,Y
PF3D7_1015200,PF3D7_1015200.1,"Pf3D7_10_v3:614,872..617,736(-)",cysteine--tRNA ligase,2,0.5,0.79,Y
PF3D7_1015200,PF3D7_1015200.2,"Pf3D7_10_v3:614,872..617,736(-)",cysteine--tRNA ligase,2,0.5,0.79,Y
PF3D7_1016100,PF3D7_1016100.1,"Pf3D7_10_v3:643,558..644,331(-)","conserved Plasmodium protein, unknown function",3,0.6,0,Y
PF3D7_1016900,PF3D7_1016900.1,"Pf3D7_10_v3:682,182..682,508(-)",early transcribed membrane protein 10.3,4,0.79,0.92,Y
PF3D7_1017100,PF3D7_1017100.1,"Pf3D7_10_v3:689,888..690,820(-)",rhoptry neck protein 12,4,0.8,0.64,Y
PF3D7_1017300,PF3D7_1017300.2,"Pf3D7_10_v3:694,840..696,709(-)","golgi re-assembly stacking protein 1, golgi re-assembly stacking protein 2",2,0.55,0.01,Y
PF3D7_1018000,PF3D7_1018000.1,"Pf3D7_10_v3:718,454..720,136(+)","tRNA pseudouridine synthase, putative",3,0.61,0.91,Y
PF3D7_1018300,PF3D7_1018300.1,"Pf3D7_10_v3:729,809..732,856(-)","conserved Plasmodium protein, unknown function",4,0.77,0.2,Y
PF3D7_1019800,PF3D7_1019800.1,"Pf3D7_10_v3:804,328..807,582(-)","tRNA methyltransferase, putative",3,0.62,0,Y
PF3D7_1020800,PF3D7_1020800.1,"Pf3D7_10_v3:840,212..843,403(+)",dihydrolipoamide acyltransferase component E2,4,0.66,0.31,Y
PF3D7_1021000,PF3D7_1021000.1,"Pf3D7_10_v3:848,859..850,404(-)","conserved Plasmodium protein, unknown function",4,0.53,0.47,Y
PF3D7_1021300,PF3D7_1021300.1,"Pf3D7_10_v3:860,960..862,449(-)","apicoplast integral membrane protein, putative",4,0.9,1,Y
PF3D7_1021400,PF3D7_1021400.1,"Pf3D7_10_v3:863,907..866,742(+)","endomembrane protein 70, putative",4,0.83,0.84,Y
PF3D7_1022300,PF3D7_1022300.1,"Pf3D7_10_v3:932,697..934,381(+)","ZIP domain-containing protein, putative",4,0.79,1,Y
PF3D7_1022800,PF3D7_1022800.1,"Pf3D7_10_v3:955,883..958,357(+)","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative",3,0.62,0.02,Y
PF3D7_1023300,PF3D7_1023300.1,"Pf3D7_10_v3:984,228..985,330(-)","conserved Plasmodium protein, unknown function",3,0.49,0.05,Y
PF3D7_1024000,PF3D7_1024000.1,"Pf3D7_10_v3:1,014,896..1,016,596(+)","conserved Plasmodium protein, unknown function",4,0.67,0.86,Y
PF3D7_1024800,PF3D7_1024800.1,"Pf3D7_10_v3:1,034,685..1,039,079(+)",exported protein 3,4,0.75,0.33,Y
PF3D7_1025300,PF3D7_1025300.1,"Pf3D7_10_v3:1,057,890..1,060,658(-)","conserved Plasmodium protein, unknown function",3,0.69,0.9,Y
PF3D7_1028700,PF3D7_1028700.1,"Pf3D7_10_v3:1,181,005..1,182,501(+)",merozoite TRAP-like protein,4,0.72,0.79,Y
PF3D7_1029700,PF3D7_1029700.1,"Pf3D7_10_v3:1,208,198..1,210,914(-)","conserved Plasmodium protein, unknown function",2,0.51,0.25,Y
PF3D7_1030200,PF3D7_1030200.1,"Pf3D7_10_v3:1,230,561..1,231,913(-)","claudin-like apicomplexan microneme protein, putative",4,0.6,0.66,Y
PF3D7_1030900,PF3D7_1030900.1,"Pf3D7_10_v3:1,251,151..1,251,807(-)",ookinete surface protein P28,4,0.74,0.63,Y
PF3D7_1031000,PF3D7_1031000.1,"Pf3D7_10_v3:1,253,417..1,254,070(-)",ookinete surface protein P25,4,0.81,0.92,Y
PF3D7_1031900,PF3D7_1031900.1,"Pf3D7_10_v3:1,284,588..1,287,287(-)","conserved Plasmodium protein, unknown function",3,0.73,0.82,Y
PF3D7_1032000,PF3D7_1032000.1,"Pf3D7_10_v3:1,287,715..1,290,045(-)","ribosome maturation factor RimM, putative",4,0.76,0.04,Y
PF3D7_1032500,PF3D7_1032500.1,"Pf3D7_10_v3:1,306,241..1,307,532(-)","DER1-like protein, putative",3,0.45,0.01,Y
PF3D7_1033200,PF3D7_1033200.1,"Pf3D7_10_v3:1,335,222..1,336,289(+)",early transcribed membrane protein 10.2,4,0.76,0.98,Y
PF3D7_1033800,PF3D7_1033800.1,"Pf3D7_10_v3:1,351,197..1,353,284(+)",plasmepsin VII,3,0.64,0.15,Y
PF3D7_1034100,PF3D7_1034100.1,"Pf3D7_10_v3:1,362,149..1,363,069(-)","conserved Plasmodium protein, unknown function",4,0.78,0.05,Y
PF3D7_1034200,PF3D7_1034200.1,"Pf3D7_10_v3:1,363,474..1,364,118(+)","ribosomal protein L27, putative",4,0.68,0.17,Y
PF3D7_1035100,PF3D7_1035100.1,"Pf3D7_10_v3:1,391,445..1,393,130(+)","probable protein, unknown function",4,0.63,0.28,Y
PF3D7_1035200,PF3D7_1035200.1,"Pf3D7_10_v3:1,394,839..1,396,596(+)",S-antigen,4,0.71,0.3,Y
PF3D7_1035300,PF3D7_1035300.1,"Pf3D7_10_v3:1,399,195..1,402,896(+)",glutamate-rich protein GLURP,4,0.77,0.81,Y
PF3D7_1035400,PF3D7_1035400.1,"Pf3D7_10_v3:1,404,195..1,405,259(+)",merozoite surface protein 3,4,0.8,0.49,Y
PF3D7_1035700,PF3D7_1035700.1,"Pf3D7_10_v3:1,413,200..1,415,293(+)",duffy binding-like merozoite surface protein,4,0.56,0.04,Y
PF3D7_1035800,PF3D7_1035800.1,"Pf3D7_10_v3:1,420,533..1,422,671(+)","probable protein, unknown function",4,0.76,0.99,Y
PF3D7_1035900,PF3D7_1035900.1,"Pf3D7_10_v3:1,423,983..1,425,683(+)","probable protein, unknown function",4,0.83,0.92,Y
PF3D7_1036000,PF3D7_1036000.1,"Pf3D7_10_v3:1,427,127..1,428,344(+)",merozoite surface protein 11,4,0.73,0.76,Y
PF3D7_1036300,PF3D7_1036300.1,"Pf3D7_10_v3:1,432,498..1,434,786(+)",duffy binding-like merozoite surface protein 2,2,0.57,0,Y
PF3D7_1036400,PF3D7_1036400.1,"Pf3D7_10_v3:1,436,316..1,439,804(+)",liver stage antigen 1,4,0.72,0.31,Y
PF3D7_1037100,PF3D7_1037100.1,"Pf3D7_10_v3:1,469,990..1,472,227(-)",pyruvate kinase 2,4,0.68,0.26,Y
PF3D7_1038000,PF3D7_1038000.1,"Pf3D7_10_v3:1,505,835..1,506,896(+)",antigen UB05,4,0.61,0.24,Y
PF3D7_1038000,PF3D7_1038000.2,"Pf3D7_10_v3:1,505,835..1,506,896(+)",antigen UB05,4,0.61,0.24,Y
PF3D7_1039600,PF3D7_1039600.1,"Pf3D7_10_v3:1,590,146..1,590,973(+)","exported protein family 1, pseudogene",3,0.65,0.18,Y
PF3D7_1039700,PF3D7_1039700.1,"Pf3D7_10_v3:1,591,578..1,592,367(-)",Pfmc-2TM Maurer's cleft two transmembrane protein,2,0.58,0.02,Y
PF3D7_1039800,PF3D7_1039800.1,"Pf3D7_10_v3:1,594,503..1,595,277(-)",exported protein family 3,4,0.67,0.14,Y
PF3D7_1039900,PF3D7_1039900.1,"Pf3D7_10_v3:1,596,487..1,597,605(+)",exported protein family 4,4,0.69,0.01,Y
PF3D7_1040000,PF3D7_1040000.1,"Pf3D7_10_v3:1,599,900..1,601,077(+)",rifin,4,0.77,0.86,Y
PF3D7_1040100,PF3D7_1040100.1,"Pf3D7_10_v3:1,602,935..1,603,989(+)",rifin,4,0.68,0.96,Y
PF3D7_1040200,PF3D7_1040200.1,"Pf3D7_10_v3:1,605,930..1,606,953(+)",stevor,4,0.56,0.09,Y
PF3D7_1040300,PF3D7_1040300.1,"Pf3D7_10_v3:1,609,063..1,610,422(+)",rifin,4,0.64,0.38,Y
PF3D7_1040400,PF3D7_1040400.1,"Pf3D7_10_v3:1,612,530..1,613,735(+)",rifin,4,0.69,0.98,Y
PF3D7_1040600,PF3D7_1040600.1,"Pf3D7_10_v3:1,619,086..1,620,244(+)",rifin,3,0.62,0.71,Y
PF3D7_1040800,PF3D7_1040800.1,"Pf3D7_10_v3:1,625,772..1,626,824(+)",rifin,4,0.8,0.88,Y
PF3D7_1040900,PF3D7_1040900.1,"Pf3D7_10_v3:1,628,914..1,630,023(+)",rifin,3,0.61,0.71,Y
PF3D7_1041000,PF3D7_1041000.1,"Pf3D7_10_v3:1,632,398..1,633,665(+)",rifin,4,0.79,0.9,Y
PF3D7_1041100,PF3D7_1041100.1,"Pf3D7_10_v3:1,635,596..1,636,779(+)",rifin,2,0.5,0.02,Y
PF3D7_1100400,PF3D7_1100400.1,"Pf3D7_11_v3:48,112..49,307(+)",rifin,2,0.5,0.04,Y
PF3D7_1100500,PF3D7_1100500.1,"Pf3D7_11_v3:51,623..52,751(-)",rifin,3,0.59,0.84,Y
PF3D7_1100700,PF3D7_1100700.1,"Pf3D7_11_v3:56,792..57,840(+)","stevor, pseudogene",3,0.68,0.04,Y
PF3D7_1100800,PF3D7_1100800.1,"Pf3D7_11_v3:59,550..60,328(+)",Pfmc-2TM Maurer's cleft two transmembrane protein,3,0.61,0.03,Y
PF3D7_1100900,PF3D7_1100900.1,"Pf3D7_11_v3:60,928..61,769(-)","exported protein family 1, pseudogene",3,0.65,0.18,Y
PF3D7_1101200,PF3D7_1101200.1,"Pf3D7_11_v3:70,081..71,289(-)",rifin,4,0.8,0.94,Y
PF3D7_1101300,PF3D7_1101300.1,"Pf3D7_11_v3:73,244..74,442(-)",rifin,3,0.62,0.51,Y
PF3D7_1101400,PF3D7_1101400.1,"Pf3D7_11_v3:76,820..78,000(-)","rifin, pseudogene",4,0.77,0.86,Y
PF3D7_1101500,PF3D7_1101500.1,"Pf3D7_11_v3:80,306..81,424(-)",exported protein family 4,4,0.69,0.01,Y
PF3D7_1101600,PF3D7_1101600.1,"Pf3D7_11_v3:82,633..83,415(+)",exported protein family 3,4,0.67,0.14,Y
PF3D7_1101700,PF3D7_1101700.1,"Pf3D7_11_v3:85,629..86,418(+)",Pfmc-2TM Maurer's cleft two transmembrane protein,2,0.58,0.02,Y
PF3D7_1101800,PF3D7_1101800.1,"Pf3D7_11_v3:87,041..87,889(-)",exported protein family 1,3,0.65,0.18,Y
PF3D7_1102300,PF3D7_1102300.1,"Pf3D7_11_v3:110,027..111,429(-)","Plasmodium exported protein, unknown function",2,0.56,0.01,Y
PF3D7_1102700,PF3D7_1102700.1,"Pf3D7_11_v3:128,789..129,064(+)",early transcribed membrane protein 11.1,3,0.67,0.83,Y
PF3D7_1102800,PF3D7_1102800.1,"Pf3D7_11_v3:131,703..131,987(-)",early transcribed membrane protein 11.2,2,0.6,0.77,Y
PF3D7_1103400,PF3D7_1103400.1,"Pf3D7_11_v3:146,427..150,815(+)",FeS cluster assembly protein SufD,4,0.54,0.03,Y
PF3D7_1103500,PF3D7_1103500.1,"Pf3D7_11_v3:151,196..154,519(-)",CPW-WPC family protein,4,0.8,0.9,Y
PF3D7_1104400,PF3D7_1104400.1,"Pf3D7_11_v3:196,767..198,355(+)","thioredoxin, putative",4,0.81,0.96,Y
PF3D7_1105300,PF3D7_1105300.1,"Pf3D7_11_v3:231,847..234,238(-)","conserved Plasmodium protein, unknown function",4,0.79,0.89,Y
PF3D7_1105600,PF3D7_1105600.1,"Pf3D7_11_v3:241,184..243,517(-)",translocon component PTEX88,4,0.84,0.97,Y
PF3D7_1105800,PF3D7_1105800.1,"Pf3D7_11_v3:250,918..252,872(+)","conserved Apicomplexan protein, unknown function",4,0.63,0.89,Y
PF3D7_1105900,PF3D7_1105900.1,"Pf3D7_11_v3:254,523..254,921(+)","conserved Plasmodium membrane protein, unknown function",4,0.64,0.08,Y
PF3D7_1106100,PF3D7_1106100.1,"Pf3D7_11_v3:258,779..259,981(+)","apicoplast ribosomal protein S15 precursor, putative",3,0.59,0.4,Y
PF3D7_1106200,PF3D7_1106200.1,"Pf3D7_11_v3:260,867..263,331(+)","conserved Plasmodium protein, unknown function",3,0.71,0.85,Y
PF3D7_1106300,PF3D7_1106300.1,"Pf3D7_11_v3:263,604..266,570(-)","exonuclease, putative",4,0.89,0.99,Y
PF3D7_1106500,PF3D7_1106500.1,"Pf3D7_11_v3:268,244..274,552(-)","conserved Plasmodium protein, unknown function",4,0.75,0.9,Y
PF3D7_1108600,PF3D7_1108600.1,"Pf3D7_11_v3:369,675..370,706(-)",endoplasmic reticulum-resident calcium binding protein,4,0.84,0.92,Y
PF3D7_1108700,PF3D7_1108700.1,"Pf3D7_11_v3:373,238..374,860(-)",heat shock protein J2,4,0.74,0.97,Y
PF3D7_1112000,PF3D7_1112000.1,"Pf3D7_11_v3:459,776..460,620(+)","conserved Plasmodium protein, unknown function",3,0.58,0.73,Y
PF3D7_1114800,PF3D7_1114800.1,"Pf3D7_11_v3:558,924..561,032(-)","glycerol-3-phosphate dehydrogenase, putative",4,0.73,0.92,Y
PF3D7_1115100,PF3D7_1115100.1,"Pf3D7_11_v3:571,007..573,306(-)","conserved Plasmodium protein, unknown function",3,0.52,0.05,Y
PF3D7_1115600,PF3D7_1115600.1,"Pf3D7_11_v3:589,707..590,629(-)",peptidyl-prolyl cis-trans isomerase,4,0.92,1,Y
PF3D7_1115900,PF3D7_1115900.1,"Pf3D7_11_v3:600,176..602,215(+)",palmitoyltransferase DHHC9,4,0.72,0.07,Y
PF3D7_1116000,PF3D7_1116000.1,"Pf3D7_11_v3:602,983..606,918(-)",rhoptry neck protein 4,4,0.83,0.84,Y
PF3D7_1116700,PF3D7_1116700.1,"Pf3D7_11_v3:630,779..632,881(-)",dipeptidyl aminopeptidase 1,4,0.83,0.98,Y
PF3D7_1116800,PF3D7_1116800.1,"Pf3D7_11_v3:636,094..639,511(-)",heat shock protein 101,4,0.83,0.79,Y
PF3D7_1117000,PF3D7_1117000.1,"Pf3D7_11_v3:646,922..651,343(-)","conserved Plasmodium membrane protein, unknown function",3,0.43,0.1,Y
PF3D7_1117300,PF3D7_1117300.1,"Pf3D7_11_v3:662,000..662,386(+)","conserved Plasmodium protein, unknown function",4,0.71,0.36,Y
PF3D7_1117500,PF3D7_1117500.1,"Pf3D7_11_v3:666,037..667,722(-)",tyrosine--tRNA ligase,4,0.53,0.03,Y
PF3D7_1118900,PF3D7_1118900.1,"Pf3D7_11_v3:716,795..718,412(+)","conserved Plasmodium protein, unknown function",4,0.82,0.98,Y
PF3D7_1120200,PF3D7_1120200.1,"Pf3D7_11_v3:765,033..765,625(+)","conserved Plasmodium protein, unknown function",4,0.59,0.02,Y
PF3D7_1120500,PF3D7_1120500.1,"Pf3D7_11_v3:772,539..775,042(+)","tRNA nucleotidyltransferase, putative",3,0.61,0.62,Y
PF3D7_1121600,PF3D7_1121600.1,"Pf3D7_11_v3:815,386..816,322(-)",exported protein 1,4,0.85,1,Y
PF3D7_1121800,PF3D7_1121800.1,"Pf3D7_11_v3:823,239..829,313(-)","peptidase M16, putative",4,0.66,0.57,Y
PF3D7_1122100,PF3D7_1122100.1,"Pf3D7_11_v3:840,728..842,450(-)","GPI transamidase component GPI16, putative",4,0.84,0.51,Y
PF3D7_1122300,PF3D7_1122300.1,"Pf3D7_11_v3:846,929..848,014(+)","conserved Plasmodium protein, unknown function",3,0.62,0.73,Y
PF3D7_1122700,PF3D7_1122700.1,"Pf3D7_11_v3:868,388..869,152(-)","conserved Plasmodium protein, unknown function",4,0.61,0.46,Y
PF3D7_1123500,PF3D7_1123500.1,"Pf3D7_11_v3:929,354..933,364(-)","conserved Plasmodium protein, unknown function",4,0.76,0.47,Y
PF3D7_1124000,PF3D7_1124000.1,"Pf3D7_11_v3:948,591..950,707(+)","endoplasmic reticulum oxidoreductin, putative",3,0.67,0.09,Y
PF3D7_1124500,PF3D7_1124500.1,"Pf3D7_11_v3:966,980..968,806(+)",pyruvate dehydrogenase E1 component subunit alpha,4,0.73,0.39,Y
PF3D7_1125000,PF3D7_1125000.1,"Pf3D7_11_v3:983,951..985,619(-)","conserved Plasmodium protein, unknown function",2,0.61,0,Y
PF3D7_1126000,PF3D7_1126000.1,"Pf3D7_11_v3:1,014,334..1,017,375(-)",threonine--tRNA ligase,4,0.64,0.34,Y
PF3D7_1127400,PF3D7_1127400.1,"Pf3D7_11_v3:1,065,785..1,066,569(+)","conserved Plasmodium protein, unknown function",4,0.67,0.83,Y
PF3D7_1127500,PF3D7_1127500.1,"Pf3D7_11_v3:1,067,197..1,070,219(+)","protein disulfide-isomerase, putative",4,0.77,0.73,Y
PF3D7_1128700,PF3D7_1128700.1,"Pf3D7_11_v3:1,113,996..1,115,477(+)","GPI-anchor transamidase, putative",4,0.86,0.91,Y
PF3D7_1129100,PF3D7_1129100.1,"Pf3D7_11_v3:1,125,952..1,127,310(+)",parasitophorous vacuolar protein 1,4,0.8,0.98,Y
PF3D7_1129850,PF3D7_1129850.1,"Pf3D7_11_v3:1,153,570..1,154,261(-)","UNC-50 protein, putative, pseudogene",3,0.44,0.07,Y
PF3D7_1132800,PF3D7_1132800.1,"Pf3D7_11_v3:1,271,204..1,271,980(+)",aquaglyceroporin,3,0.51,0.38,Y
PF3D7_1133000,PF3D7_1133000.1,"Pf3D7_11_v3:1,275,574..1,275,663(+)","conserved Plasmodium protein, unknown function",2,0.61,0.12,Y
PF3D7_1133400,PF3D7_1133400.1,"Pf3D7_11_v3:1,293,856..1,295,724(+)",apical membrane antigen 1,4,0.62,0.9,Y
PF3D7_1133800,PF3D7_1133800.1,"Pf3D7_11_v3:1,309,024..1,311,793(+)","RNA (uracil-5-)methyltransferase, putative",4,0.69,0.03,Y
PF3D7_1133900,PF3D7_1133900.1,"Pf3D7_11_v3:1,313,257..1,317,173(+)","conserved Plasmodium protein, unknown function",4,0.62,0.6,Y
PF3D7_1134100,PF3D7_1134100.1,"Pf3D7_11_v3:1,323,043..1,324,314(-)",protein disulfide isomerase,4,0.8,0.92,Y
PF3D7_1135000,PF3D7_1135000.2,"Pf3D7_11_v3:1,372,311..1,373,859(+)","PQ-loop repeat-containing protein, unspecified product",3,0.51,0.02,Y
PF3D7_1135000,PF3D7_1135000.3,"Pf3D7_11_v3:1,372,311..1,373,859(+)","PQ-loop repeat-containing protein, unspecified product",3,0.51,0.02,Y
PF3D7_1135400,PF3D7_1135400.1,"Pf3D7_11_v3:1,384,378..1,385,115(-)","conserved Plasmodium protein, unknown function",4,0.67,0.17,Y
PF3D7_1136100,PF3D7_1136100.1,"Pf3D7_11_v3:1,415,406..1,417,214(+)","conserved Plasmodium protein, unknown function",3,0.52,0.11,Y
PF3D7_1136200,PF3D7_1136200.1,"Pf3D7_11_v3:1,417,466..1,420,071(-)","conserved Plasmodium protein, unknown function",3,0.52,0,Y
PF3D7_1136900,PF3D7_1136900.1,"Pf3D7_11_v3:1,456,151..1,460,319(+)",subtilisin-like protease 2,4,0.61,0,Y
PF3D7_1137500,PF3D7_1137500.1,"Pf3D7_11_v3:1,473,505..1,474,116(-)","apicoplast ribosomal protein S14p/S29e precursor, putative",4,0.74,0.83,Y
PF3D7_1141600,PF3D7_1141600.1,"Pf3D7_11_v3:1,668,302..1,669,081(-)",dolichol-phosphate mannosyltransferase,4,0.73,0.99,Y
PF3D7_1143000,PF3D7_1143000.1,"Pf3D7_11_v3:1,717,546..1,718,694(+)","alpha/beta hydrolase, putative",4,0.7,0.68,Y
PF3D7_1143200,PF3D7_1143200.1,"Pf3D7_11_v3:1,729,793..1,730,899(+)","DnaJ protein, putative",4,0.86,0.97,Y
PF3D7_1144700,PF3D7_1144700.1,"Pf3D7_11_v3:1,772,350..1,773,819(-)","apicoplast import protein Tic20, putative",4,0.76,0.52,Y
PF3D7_1145500,PF3D7_1145500.1,"Pf3D7_11_v3:1,807,359..1,810,130(+)","ABC transporter B family member 3, putative",4,0.78,0.98,Y
PF3D7_1146100,PF3D7_1146100.1,"Pf3D7_11_v3:1,824,148..1,825,579(-)","conserved Plasmodium protein, unknown function",4,0.82,1,Y
PF3D7_1147800,PF3D7_1147800.1,"Pf3D7_11_v3:1,899,181..1,905,942(+)",membrane associated erythrocyte binding-like protein,4,0.87,0.99,Y
PF3D7_1147800,PF3D7_1147800.2,"Pf3D7_11_v3:1,899,181..1,905,942(+)",membrane associated erythrocyte binding-like protein,4,0.87,0.99,Y
PF3D7_1148700,PF3D7_1148700.1,"Pf3D7_11_v3:1,934,333..1,935,582(-)","Plasmodium exported protein (PHISTc), unknown function",3,0.63,0,Y
PF3D7_1149300,PF3D7_1149300.1,"Pf3D7_11_v3:1,982,354..1,984,247(+)","serine/threonine protein kinase, FIKK family",4,0.87,0.88,Y
PF3D7_1149400,PF3D7_1149400.1,"Pf3D7_11_v3:1,985,870..1,986,639(-)","Plasmodium exported protein, unknown function",3,0.68,0.48,Y
PF3D7_1149800,PF3D7_1149800.1,"Pf3D7_11_v3:2,006,706..2,007,829(+)",rifin,4,0.64,0.57,Y
PF3D7_1149900,PF3D7_1149900.1,"Pf3D7_11_v3:2,009,875..2,010,902(+)",stevor,3,0.66,0.09,Y
PF3D7_1150000,PF3D7_1150000.1,"Pf3D7_11_v3:2,012,989..2,014,316(+)",rifin,4,0.66,0.66,Y
