Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_1308600.1,Success,Success,Success,Success,Success,350,Success,Success,Success,Success,Success,350,Either
PF3D7_0628900.1,Success,Success,Success,Success,Success,230,Success,Success,Success,Success,Success,230,Either
PF3D7_0518600.1,Success,Success,Success,Success,Success,9,Success,Success,Success,Success,Success,9,Either
PF3D7_0529400.1,Warning,Warning,Success,Success,Success,408,Success,Success,Success,Success,Success,148,Cpf1
PF3D7_0529400.2,Warning,Warning,Success,Success,Success,408,Success,Success,Success,Success,Success,148,Cpf1
PF3D7_0201100.1,Warning,Warning,Success,Success,Warning,210,Warning,Warning,Success,Success,Warning,210,Either
PF3D7_1150400.1,Warning,Success,Success,Success,Warning,377,Success,Success,Success,Success,Success,217,Cpf1
PF3D7_0526000.1,Success,Success,Success,Success,Success,213,Success,Success,Success,Success,Success,157,Cpf1
PF3D7_1006700.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,449,Cpf1
PF3D7_1465600.1,Success,Success,Success,Success,Success,285,Success,Success,Success,Success,Success,335,Cas9
PF3D7_1331900_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1426600.1,Success,Success,Success,Success,Success,123,Success,Success,Success,Success,Success,125,Cas9
PF3D7_1321100.1,Success,Success,Success,Success,Success,87,Success,Success,Success,Success,Success,69,Cpf1
PF3D7_1227700.1,Warning,Success,Success,Warning,Success,164,Warning,Success,Success,Warning,Success,188,Cas9
PF3D7_0927700.1,Success,Success,Success,Success,Success,140,Success,Success,Success,Success,Success,198,Cas9
PF3D7_1422200.1,Success,Success,Success,Success,Success,302,Success,Success,Success,Success,Success,308,Cas9
PF3D7_0803200.1,Warning,Success,Success,Warning,Warning,275,Warning,Success,Success,Warning,Success,234,Cpf1
PF3D7_0718900.1,Success,Success,Success,Success,Success,134,Warning,Success,Success,Success,Warning,290,Cas9
PF3D7_1327700.1,Success,Success,Success,Success,Success,496,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1442100.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,106,Cpf1
PF3D7_1320000.1,Success,Success,Success,Success,Success,203,Success,Success,Success,Success,Success,203,Either
PF3D7_0323700.1,Success,Success,Success,Success,Success,152,Success,Success,Success,Success,Success,392,Cas9
PF3D7_0505000.1,Success,Success,Success,Success,Success,84,Success,Success,Success,Success,Success,130,Cas9
PF3D7_1242600.1,Warning,Success,Success,Success,Warning,107,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1446300.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,377,Cas9
PF3D7_1026500.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,210,Cas9
PF3D7_0618900.1,Success,Success,Success,Success,Success,123,Success,Success,Success,Success,Success,123,Either
mal_rna_15_rRNA,Warning,Success,Success,Warning,Success,0,Error,Success,Success,Error,Warning,0,Cas9
PF3D7_0917200.1,Warning,Success,Success,Warning,Success,356,Success,Success,Success,Success,Success,356,Cpf1
PF3D7_1224900.1,Success,Success,Success,Success,Success,233,Warning,Warning,Warning,Success,Success,262,Cas9
PF3D7_0707420_p,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,122,Cpf1
PF3D7_0524900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,146,Cas9
PF3D7_0506300.1,Warning,Success,Success,Warning,Success,145,Warning,Success,Success,Warning,Success,190,Cas9
PF3D7_0524200.1,Success,Success,Success,Success,Success,198,Success,Success,Success,Success,Success,199,Cas9
PF3D7_0530700.1,Warning,Success,Success,Success,Warning,17,Warning,Success,Success,Success,Warning,464,Cas9
PF3D7_1225800.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,193,Cas9
PF3D7_1115100.1,Success,Success,Success,Success,Success,144,Success,Success,Success,Success,Success,174,Cas9
PF3D7_1033200.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,395,Cas9
PF3D7_1344400.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0722300.1,Warning,Success,Success,Success,Warning,263,Error,-,-,-,Error,0,Cas9
PF3D7_0310800.1,Warning,Success,Success,Success,Warning,239,Warning,Warning,Success,Success,Success,327,Cas9
PF3D7_1424900_p,Warning,Success,Success,Success,Warning,17,Warning,Success,Success,Success,Warning,17,Either
PF3D7_1120800.1,Success,Success,Success,Success,Success,106,Success,Success,Success,Success,Success,178,Cas9
PF3D7_1401200.1,Success,Success,Success,Success,Success,201,Success,Success,Success,Success,Success,196,Cpf1
PF3D7_1028500.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,20,Either
PF3D7_0629400.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0401800.1,Success,Success,Success,Success,Success,218,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_1316700.1,Success,Success,Success,Success,Success,153,Success,Success,Success,Success,Success,153,Either
PF3D7_0824800.1,Success,Success,Success,Success,Success,256,Success,Success,Success,Success,Success,418,Cas9
PF3D7_0221900.1,Success,Success,Success,Success,Success,260,Success,Success,Success,Success,Success,394,Cas9
PF3D7_1352400.1,Success,Success,Success,Success,Success,475,Warning,Success,Success,Success,Warning,130,Cas9
PF3D7_1301800.1,Warning,Success,Success,Success,Warning,115,Success,Success,Success,Success,Success,115,Cpf1
PF3D7_0709400.1,Warning,Success,Success,Success,Warning,310,Success,Success,Success,Success,Success,310,Cpf1
PF3D7_1438200.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,102,Cpf1
PF3D7_0627000.1,Success,Success,Success,Success,Success,326,Success,Success,Success,Success,Success,294,Cpf1
PF3D7_0607400.1,Success,Success,Success,Success,Success,65,Success,Success,Success,Success,Success,126,Cas9
PF3D7_0504700.1,Warning,Success,Success,Success,Warning,447,Success,Success,Success,Success,Success,391,Cpf1
PF3D7_0618500.1,Success,Success,Success,Success,Success,253,Success,Success,Success,Success,Success,147,Cpf1
PF3D7_1434300.1,Success,Success,Success,Success,Success,374,Success,Success,Success,Success,Success,398,Cas9
PF3D7_1333200.1,Success,Success,Success,Success,Success,107,Success,Success,Success,Success,Success,143,Cas9
PF3D7_1147100.1,Success,Success,Success,Success,Success,110,Warning,Success,Success,Success,Warning,62,Cas9
PF3D7_0618800.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,352,Cpf1
PF3D7_0917900.1,Success,Success,Success,Success,Success,128,Success,Success,Success,Success,Success,128,Either
PF3D7_API01700.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0818900.1,Success,Success,Success,Success,Success,113,Success,Success,Success,Success,Success,194,Cas9
PF3D7_1448500.1,Success,Success,Success,Success,Success,160,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0902200.1,Success,Success,Success,Success,Success,162,Success,Success,Success,Success,Success,325,Cas9
PF3D7_1131000.1,Success,Success,Success,Success,Success,412,Success,Success,Success,Success,Success,413,Cas9
PF3D7_0819800.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,201,Cpf1
PF3D7_0715600.1,Success,Success,Success,Success,Success,413,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0722200.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,395,Cpf1
PF3D7_1315300.1,Success,Success,Success,Success,Success,386,Warning,Success,Success,Success,Warning,213,Cas9
PF3D7_1128600.1,Success,Success,Success,Success,Success,282,Success,Success,Success,Success,Success,167,Cpf1
PF3D7_0301400.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,125,Either
PF3D7_0316400.1,Warning,Success,Success,Success,Warning,418,Warning,Warning,Success,Success,Success,281,Cpf1
PF3D7_0423000.1,Success,Success,Success,Success,Success,125,Error,-,-,-,Error,0,Cas9
PF3D7_1239500.1,Warning,Success,Success,Warning,Success,173,Warning,Success,Success,Warning,Success,233,Cas9
PF3D7_0200900.1,Success,Success,Success,Success,Success,226,Success,Success,Success,Success,Success,286,Cas9
PF3D7_0203500.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,17,Cpf1
PF3D7_0323200.1,Warning,Success,Success,Success,Warning,139,Success,Success,Success,Success,Success,182,Cpf1
PF3D7_0505100.1,Warning,Success,Success,Success,Warning,401,Success,Success,Success,Success,Success,160,Cpf1
PF3D7_1232200.1,Success,Success,Success,Success,Success,237,Success,Success,Success,Success,Success,328,Cas9
PF3D7_1471800.1,Success,Success,Success,Success,Success,365,Success,Success,Success,Success,Success,506,Cas9
PF3D7_1341800.1,Success,Success,Success,Success,Success,330,Success,Success,Success,Success,Success,359,Cas9
PF3D7_1012000.1,Success,Success,Success,Success,Success,234,Success,Success,Success,Success,Success,398,Cas9
PF3D7_1345400.1,Success,Success,Success,Success,Success,255,Success,Success,Success,Success,Success,365,Cas9
PF3D7_0930700.1,Warning,Warning,Success,Success,Warning,313,Warning,Success,Success,Success,Warning,327,Cpf1
PF3D7_0921700.1,Success,Success,Success,Success,Success,179,Success,Success,Success,Success,Success,217,Cas9
PF3D7_0422600.1,Warning,Warning,Warning,Success,Warning,420,Success,Success,Success,Success,Success,384,Cpf1
PF3D7_0306300.1,Success,Success,Success,Success,Success,10,Success,Success,Success,Success,Success,10,Either
PF3D7_1211700.1,Success,Success,Success,Success,Success,171,Success,Success,Success,Success,Success,101,Cpf1
PF3D7_1227600.1,Success,Success,Success,Success,Success,128,Warning,Warning,Warning,Success,Success,201,Cas9
PF3D7_0217700.1,Success,Success,Success,Success,Success,298,Success,Success,Success,Success,Success,206,Cpf1
PF3D7_0825800.1,Success,Success,Success,Success,Success,225,Success,Success,Success,Success,Success,257,Cas9
PF3D7_1125600.1,Success,Success,Success,Success,Success,115,Success,Success,Success,Success,Success,134,Cas9
PF3D7_1401900.1,Warning,Warning,Warning,Success,Success,124,Warning,Warning,Warning,Success,Warning,125,Cas9
PF3D7_0822300.1,Success,Success,Success,Success,Success,129,Warning,Warning,Success,Success,Success,175,Cas9
PF3D7_0422200.1,Success,Success,Success,Success,Success,121,Success,Success,Success,Success,Success,241,Cas9
PF3D7_1123000.1,Success,Success,Success,Success,Success,414,Success,Success,Success,Success,Success,362,Cpf1
PF3D7_0610000.1,Success,Success,Success,Success,Success,357,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0824900.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,164,Cpf1
PF3D7_1328700_p,Error,-,-,-,Error,0,Warning,Warning,Success,Success,Warning,17,Cpf1
PF3D7_0307700.1,Warning,Warning,Success,Success,Success,147,Success,Success,Success,Success,Success,91,Cpf1
PF3D7_1342000.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,497,Cpf1
PF3D7_1140300.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,146,Cpf1
PF3D7_1467600.1,Success,Success,Success,Success,Success,235,Warning,Warning,Success,Success,Success,389,Cas9
PF3D7_0406000.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,234,Cas9
PF3D7_1117900.1,Success,Success,Success,Success,Success,213,Success,Success,Success,Success,Success,270,Cas9
PF3D7_1461400.1,Success,Success,Success,Success,Success,236,Success,Success,Success,Success,Success,70,Cpf1
PF3D7_0935900.1,Success,Success,Success,Success,Success,394,Success,Success,Success,Success,Success,451,Cas9
PF3D7_1147000.1,Warning,Success,Success,Warning,Success,255,Warning,Success,Success,Warning,Success,304,Cas9
PF3D7_0913800.1,Success,Success,Success,Success,Success,128,Warning,Warning,Success,Success,Success,258,Cas9
PF3D7_0529100.1,Warning,Success,Success,Success,Warning,45,Success,Success,Success,Success,Success,244,Cpf1
PF3D7_0320800.1,Success,Success,Success,Success,Success,176,Success,Success,Success,Success,Success,337,Cas9
PF3D7_1134400.1,Warning,Warning,Success,Success,Success,59,Warning,Success,Success,Success,Warning,161,Cas9
PF3D7_1010600.1,Success,Success,Success,Success,Success,79,Success,Success,Success,Success,Success,79,Either
PF3D7_1335100.1,Success,Success,Success,Success,Success,456,Success,Success,Success,Success,Success,275,Cpf1
PF3D7_1202500.1,Success,Success,Success,Success,Success,273,Success,Success,Success,Success,Success,304,Cas9
PF3D7_1030400.1,Success,Success,Success,Success,Success,313,Success,Success,Success,Success,Success,262,Cpf1
PF3D7_0624200.1,Success,Success,Success,Success,Success,73,Success,Success,Success,Success,Success,50,Cpf1
PF3D7_1103600.1,Success,Success,Success,Success,Success,205,Warning,Success,Success,Warning,Success,264,Cas9
PF3D7_1116700.1,Success,Success,Success,Success,Success,266,Success,Success,Success,Success,Success,324,Cas9
PF3D7_1415400.1,Success,Success,Success,Success,Success,224,Success,Success,Success,Success,Success,116,Cpf1
PF3D7_1145900.1,Warning,Success,Success,Success,Warning,98,Success,Success,Success,Success,Success,98,Cpf1
PF3D7_0701200.1,Warning,Success,Success,Warning,Success,427,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_0104800.1,Success,Success,Success,Success,Success,127,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1224400.1,Success,Success,Success,Success,Success,233,Success,Success,Success,Success,Success,281,Cas9
PF3D7_0407000.1,Success,Success,Success,Success,Success,202,Success,Success,Success,Success,Success,230,Cas9
PF3D7_1353800.1,Warning,Success,Success,Success,Warning,227,Success,Success,Success,Success,Success,184,Cpf1
PF3D7_1474400.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,123,Cpf1
PF3D7_0514500.1,Warning,Warning,Success,Success,Success,156,Warning,Warning,Success,Success,Success,159,Cas9
PF3D7_0318700.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,241,Cas9
mal_mito_3_mRNA,Success,Success,Success,Success,Success,34,Success,Success,Success,Success,Success,34,Either
PF3D7_1345800.1,Success,Success,Success,Success,Success,110,Success,Success,Success,Success,Success,110,Either
PF3D7_0731000_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1325800.1,Warning,Success,Success,Success,Warning,148,Success,Success,Success,Success,Success,326,Cpf1
PF3D7_0310400.1,Success,Success,Success,Success,Success,392,Success,Success,Success,Success,Success,284,Cpf1
PF3D7_0806900.1,Success,Success,Success,Success,Success,140,Success,Success,Success,Success,Success,187,Cas9
PF3D7_0506700.1,Success,Success,Success,Success,Success,497,Success,Success,Success,Success,Success,207,Cpf1
PF3D7_1429000.1,Warning,Success,Success,Warning,Success,161,Warning,Warning,Success,Warning,Success,161,Cas9
PF3D7_0525300.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,322,Cpf1
PF3D7_0522300.1,Success,Success,Success,Success,Success,70,Success,Success,Success,Success,Success,57,Cpf1
PF3D7_0824400.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,348,Cas9
PF3D7_1400900.1,Warning,Success,Success,Success,Warning,375,Success,Success,Success,Success,Success,314,Cpf1
PF3D7_1220000.1,Success,Success,Success,Success,Success,464,Success,Success,Success,Success,Success,376,Cpf1
PF3D7_1028100.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,207,Cas9
PF3D7_1442600.1,Success,Success,Success,Success,Success,236,Success,Success,Success,Success,Success,178,Cpf1
PF3D7_0714600.1,Warning,Success,Success,Success,Warning,166,Success,Success,Success,Success,Success,282,Cpf1
PF3D7_0916500.1,Success,Success,Success,Success,Success,113,Success,Success,Success,Success,Success,113,Either
PF3D7_1003900.1,Success,Success,Success,Success,Success,287,Success,Success,Success,Success,Success,287,Either
PF3D7_0313700.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,113,Cpf1
PF3D7_0313700.2,Success,Success,Success,Success,Success,27,Success,Success,Success,Success,Success,138,Cas9
PF3D7_0913000.1,Success,Success,Success,Success,Success,182,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0513100.1,Success,Success,Success,Success,Success,86,Success,Success,Success,Success,Success,71,Cpf1
PF3D7_1117500.1,Success,Success,Success,Success,Success,140,Success,Success,Success,Success,Success,140,Either
PF3D7_0218300.1,Warning,Success,Success,Warning,Success,300,Warning,Success,Success,Warning,Success,275,Cpf1
PF3D7_0818400.1,Success,Success,Success,Success,Success,263,Success,Success,Success,Success,Success,300,Cas9
PF3D7_0425900.1,Success,Success,Success,Success,Success,257,Success,Success,Success,Success,Success,304,Cas9
PF3D7_1452900.1,Success,Success,Success,Success,Success,19,Success,Success,Success,Success,Success,418,Cas9
PF3D7_1333600.1,Success,Success,Success,Success,Success,254,Success,Success,Success,Success,Success,238,Cpf1
PF3D7_1355400.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1456500.1,Success,Success,Success,Success,Success,110,Success,Success,Success,Success,Success,401,Cas9
PF3D7_API01200.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1026100.1,Success,Success,Success,Success,Success,107,Warning,Success,Success,Success,Warning,143,Cas9
PF3D7_0303900.1,Success,Success,Success,Success,Success,294,Success,Success,Success,Success,Success,235,Cpf1
PF3D7_1335400.1,Success,Success,Success,Success,Success,399,Success,Success,Success,Success,Success,372,Cpf1
PF3D7_1476200.1,Success,Success,Success,Success,Success,309,Success,Success,Success,Success,Success,284,Cpf1
PF3D7_1030500.1,Success,Success,Success,Success,Success,110,Success,Success,Success,Success,Success,369,Cas9
PF3D7_1409200.2,Warning,Success,Success,Success,Warning,139,Success,Success,Success,Success,Success,166,Cpf1
PF3D7_1409200.1,Warning,Success,Success,Success,Warning,139,Success,Success,Success,Success,Success,166,Cpf1
PF3D7_1109700_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1414800.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,125,Cas9
PF3D7_0508200.1,Success,Success,Success,Success,Success,197,Success,Success,Success,Success,Success,317,Cas9
PF3D7_0203000.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,175,Cas9
PF3D7_0602600.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,187,Cas9
PF3D7_0104500.1,Success,Success,Success,Success,Success,420,Success,Success,Success,Success,Success,335,Cpf1
PF3D7_1424800_p,Warning,Warning,Success,Success,Warning,115,Warning,Warning,Success,Success,Warning,115,Either
PF3D7_1415600.1,Warning,Success,Success,Success,Warning,147,Success,Success,Success,Success,Success,350,Cpf1
PF3D7_0924300.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,125,Either
PF3D7_0208700.2,Success,Success,Success,Success,Success,69,Success,Success,Success,Success,Success,135,Cas9
PF3D7_0208700.1,Success,Success,Success,Success,Success,66,Success,Success,Success,Success,Success,66,Either
PF3D7_1314700.1,Success,Success,Success,Success,Success,341,Warning,Success,Success,Success,Warning,471,Cas9
PF3D7_1204200.1,Success,Success,Success,Success,Success,160,Success,Success,Success,Success,Success,179,Cas9
PF3D7_0529000.1,Success,Success,Success,Success,Success,406,Success,Success,Success,Success,Success,251,Cpf1
PF3D7_1212100.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,199,Cas9
PF3D7_1021100.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_1457300.1,Success,Success,Success,Success,Success,122,Warning,Success,Success,Success,Warning,122,Cas9
PF3D7_1358900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,64,Cpf1
PF3D7_0801900.1,Warning,Success,Success,Success,Warning,212,Success,Success,Success,Success,Success,323,Cpf1
PF3D7_1134500.1,Success,Success,Success,Success,Success,144,Warning,Success,Success,Success,Warning,275,Cas9
PF3D7_1436400.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,371,Cpf1
PF3D7_1451500.1,Success,Success,Success,Success,Success,361,Success,Success,Success,Success,Success,107,Cpf1
PF3D7_0218200.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,293,Cpf1
PF3D7_0717600.1,Success,Success,Success,Success,Success,123,Warning,Success,Success,Success,Warning,197,Cas9
PF3D7_0731800.1,Success,Success,Success,Success,Success,204,Warning,Success,Success,Success,Warning,125,Cas9
PF3D7_1002400.1,Success,Success,Success,Success,Success,22,Success,Success,Success,Success,Success,22,Either
PF3D7_1002400.2,Success,Success,Success,Success,Success,22,Success,Success,Success,Success,Success,22,Either
PF3D7_0810600.1,Success,Success,Success,Success,Success,250,Warning,Warning,Success,Success,Warning,124,Cas9
PF3D7_0729700.1,Warning,Success,Success,Warning,Success,164,Warning,Success,Success,Warning,Success,214,Cas9
PF3D7_0627400.1,Success,Success,Success,Success,Success,131,Warning,Success,Success,Warning,Success,20,Cas9
PF3D7_1366700.1,Success,Success,Success,Success,Success,221,Success,Success,Success,Success,Success,419,Cas9
PF3D7_0509900.1,Success,Success,Success,Success,Success,107,Success,Success,Success,Success,Success,107,Either
PF3D7_1320400.1,Success,Success,Success,Success,Success,136,Success,Success,Success,Success,Success,187,Cas9
PF3D7_0422700.1,Success,Success,Success,Success,Success,170,Success,Success,Success,Success,Success,210,Cas9
PF3D7_0532700.1,Warning,Success,Success,Warning,Warning,281,Success,Success,Success,Success,Success,228,Cpf1
PF3D7_0615700.1,Success,Success,Success,Success,Success,110,Success,Success,Success,Success,Success,167,Cas9
PF3D7_0807300.1,Success,Success,Success,Success,Success,125,Warning,Success,Warning,Success,Success,332,Cas9
PF3D7_0207000.1,Success,Success,Success,Success,Success,318,Success,Success,Success,Success,Success,239,Cpf1
PF3D7_0719600.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,131,Either
PF3D7_0800400.1,Success,Success,Success,Success,Success,268,Success,Success,Success,Success,Success,232,Cpf1
PF3D7_1420600.1,Success,Success,Success,Success,Success,87,Success,Success,Success,Success,Success,190,Cas9
PF3D7_1031800.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,271,Cas9
PF3D7_1126900.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0508900.1,Success,Success,Success,Success,Success,137,Success,Success,Success,Success,Success,137,Either
PF3D7_0421900.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,111,Cpf1
PF3D7_0727900.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,125,Either
PF3D7_0915300.1,Warning,Success,Success,Success,Warning,168,Warning,Success,Success,Success,Warning,168,Either
PF3D7_0823500.1,Success,Success,Success,Success,Success,148,Success,Success,Success,Success,Success,332,Cas9
PF3D7_1230100.1,Success,Success,Success,Success,Success,360,Success,Success,Success,Success,Success,106,Cpf1
PF3D7_0927100.1,Success,Success,Success,Success,Success,270,Success,Success,Success,Success,Success,335,Cas9
PF3D7_0625400.1,Success,Success,Success,Success,Success,342,Warning,Success,Success,Success,Warning,276,Cas9
PF3D7_1476700.1,Success,Success,Success,Success,Success,357,Success,Success,Success,Success,Success,472,Cas9
PF3D7_0703200.1,Success,Success,Success,Success,Success,260,Success,Success,Success,Success,Success,280,Cas9
PF3D7_1415800.1,Warning,Success,Success,Success,Warning,436,Success,Success,Success,Success,Success,350,Cpf1
PF3D7_1312700.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,335,Cpf1
PF3D7_1030800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,484,Cpf1
PF3D7_0616300.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,482,Cpf1
PF3D7_1456900.1,Success,Success,Success,Success,Success,168,Success,Success,Success,Success,Success,141,Cpf1
PF3D7_0612900.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,224,Cas9
PF3D7_0204800.1,Success,Success,Success,Success,Success,305,Success,Success,Success,Success,Success,416,Cas9
PF3D7_1432900.1,Warning,Success,Success,Success,Warning,162,Success,Success,Success,Success,Success,77,Cpf1
PF3D7_0110500.1,Success,Success,Success,Success,Success,102,Warning,Success,Success,Success,Warning,102,Cas9
PF3D7_0403500.1,Warning,Success,Success,Success,Warning,289,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_1306900.1,Success,Success,Success,Success,Success,235,Warning,Success,Success,Success,Warning,269,Cas9
PF3D7_1425000_p,Success,Success,Success,Success,Success,122,Error,-,-,-,Error,0,Cas9
PF3D7_1202100.2,Success,Success,Success,Success,Success,187,Success,Success,Success,Success,Success,214,Cas9
PF3D7_1202100.1,Success,Success,Success,Success,Success,187,Success,Success,Success,Success,Success,214,Cas9
PF3D7_1302500.1,Success,Success,Success,Success,Success,161,Success,Success,Success,Success,Success,180,Cas9
PF3D7_0728500.1,Success,Success,Success,Success,Success,45,Success,Success,Success,Success,Success,143,Cas9
PF3D7_1204700.1,Success,Success,Success,Success,Success,90,Success,Success,Success,Success,Success,90,Either
PF3D7_1322200.1,Success,Success,Success,Success,Success,124,Success,Success,Success,Success,Success,87,Cpf1
PF3D7_1353400.1,Success,Success,Success,Success,Success,507,Success,Success,Success,Success,Success,123,Cpf1
PF3D7_1203000.1,Success,Success,Success,Success,Success,15,Success,Success,Success,Success,Success,15,Either
PF3D7_0627500.1,Success,Success,Success,Success,Success,137,Success,Success,Success,Success,Success,239,Cas9
PF3D7_1326000.1,Warning,Success,Success,Success,Warning,133,Success,Success,Success,Success,Success,39,Cpf1
PF3D7_1443600.1,Warning,Success,Success,Success,Warning,125,Success,Success,Success,Success,Success,367,Cpf1
PF3D7_1133500.1,Warning,Success,Success,Warning,Success,370,Warning,Success,Success,Warning,Success,135,Cpf1
PF3D7_1449000.1,Success,Success,Success,Success,Success,273,Success,Success,Success,Success,Success,8,Cpf1
PF3D7_0832600.1,Success,Success,Success,Success,Success,186,Success,Success,Success,Success,Success,19,Cpf1
PF3D7_1135700.1,Success,Success,Success,Success,Success,108,Warning,Success,Success,Success,Warning,176,Cas9
PF3D7_1009800.1,Success,Success,Success,Success,Success,130,Success,Success,Success,Success,Success,105,Cpf1
PF3D7_0324600.1,Success,Success,Success,Success,Success,199,Success,Success,Success,Success,Success,349,Cas9
PF3D7_1118700.1,Warning,Success,Success,Success,Warning,186,Success,Success,Success,Success,Success,136,Cpf1
PF3D7_0830700.1,Success,Success,Success,Success,Success,364,Success,Success,Success,Success,Success,356,Cpf1
PF3D7_0409200.1,Success,Success,Success,Success,Success,269,Success,Success,Success,Success,Success,424,Cas9
PF3D7_1010100.1,Success,Success,Success,Success,Success,165,Success,Success,Success,Success,Success,167,Cas9
PF3D7_0203100.1,Warning,Success,Success,Warning,Success,123,Warning,Success,Success,Warning,Success,123,Either
PF3D7_0718400.1,Success,Success,Success,Success,Success,110,Success,Success,Success,Success,Success,143,Cas9
PF3D7_1347000.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,233,Cas9
PF3D7_0220700.1,Warning,Success,Success,Success,Warning,311,Success,Success,Success,Success,Success,110,Cpf1
PF3D7_1232600.1,Success,Success,Success,Success,Success,190,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1101000.1,Warning,Success,Success,Success,Warning,344,Success,Success,Success,Success,Success,395,Cpf1
PF3D7_0208600.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,354,Cas9
PF3D7_0416500.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,235,Cpf1
PF3D7_1415300.1,Success,Success,Success,Success,Success,262,Success,Success,Success,Success,Success,139,Cpf1
PF3D7_1305500.1,Warning,Success,Success,Success,Warning,419,Warning,Success,Success,Success,Warning,419,Either
PF3D7_1420300.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,176,Cas9
PF3D7_1100100.1,Success,Success,Success,Success,Success,245,Success,Success,Success,Success,Success,320,Cas9
PF3D7_0526800.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,277,Cas9
